recipe_id,food_id,요리,레시피 고유 번호,레시피 제목,요리명,요리 소개,스크랩수,재료,요리인분,요리 난이도,요리 시간,img
776,169,동태찌개,6904659,쓴맛나지 않게~ 동태찌개 끓이는 법(김진옥요리가좋다),동태찌개,안녕하세요. 김진옥입니다. 몇분이 동태찌개 레시피를 요청하셔서요~ 동태찌개 소개합니다. 요즘같이 추운날씨에 얼큰하고 개운한 동태찌개 너무 맛있죠? 동태찌개는 우선...동태를 잘 해동하셔야합니다. 해동하지 않은 동태로 찌개를 끓이며 비린내가 나요~ 저는 동태가 엄청큰 사이즈로 한마리 넣었는데요. 동태가 작을때는 두마리 넣으세요~ 돈태찌개 끓일때 만데기 고니를 같이 넣어도 맛있습니다. 저는 무 두부 양파 대파 고추 쑥갓을 넣었는데요. 애호박 미나리 콩나물을 넣어도 좋습니다. 저의 계량은 밥숟가락 한숟가락이 1T입니다.,2131,[재료(4인분)] 동태 1마리(작은건 2마리)| 무 1토막| 대파 2/3대| 양파 1/4개| 두부 1/2모| 홍고추 1개| 청양고추 2개| 쑥갓(미나리) 1줌| 멸치다시마육수 1000ml| 고춧가루 4T| 고추장 1/2T| 된장 1/2T| 다진마늘 1T| 국간장 2T| 미림 2T| 멸치액젓(까나리액젓) 2T| 후춧가루 소량| 소금 1/3~1/4T,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/776/776_recipe_img.jpg
777,170,부대찌개,6884636,부대찌개 양념 만드는법 홀릭되는 맛임,부대찌개,?밖에서 파는 맛처럼 맛있는 부대찌개 양념 만드는 법! 고추장을 넣으면 텁텁해지면서 고추장 맛이 나고 별로인 분들에게 알려드리고 싶은 팁이에요! 고춧가루와 시중에 판매하는 ?사골곰탕 육수만 있으면 밖에서 파는 것보다 더 맛있는 부대찌개를 만들 수가 있답니다. ?예비신랑님이 와 이건 대박이라며 너무나 좋아했던 요리인데요! 자신 있는 요리이니 꼭 따라해보세요.,79724,[재료] 김치 1/4밥공기(1줌)| 비엔나 20개| 스팸 1개| 두부 1/3모| 떡 1줌| 대파 10센티 4개| 홍고추 2개| 청양고추 큰거 2개| 사골곰탕 1봉지 [양념] 된장 1/2큰술| 고추가루 4큰술| 마늘 2큰술| 국간장2큰술| 설탕 1/2큰술| 물 1/2소주컵,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/777/777_recipe_img.jpg
778,170,부대찌개,6842041,부대찌개 황금레시피 만드는법,부대찌개,집에서 그냥 대충 만들면 뭔가 부족한 맛!! 그래서 포장해와서 사먹기만 했던 부대찌개인데요 이제 황금레시피를 정확히 알아서 전문점 못지 않은 맛을 찾아냈답니다 맛있는건 공유하는 센스!! 이제 집에서 맛있게 해드세요,26233,[재료] 길쭉이 햄 6줄| 통조림 햄 작은사이즈 1/2통| 돈다짐육(or 베이컨이나 대패삼겹살) 1줌| 김치 1줌| 양파 1/2개| 대파 1-2대| 다진마늘 듬뿍| 체다치즈 1장| 사골국물 1팩 [양념] 고추가루 2T| 고추장 1T| 간장 2T| 맛술 1T| 후추 약간,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/778/778_recipe_img.jpg
779,170,부대찌개,6868533,【초간단으로 놀부부대찌개 완벽하게 따라잡는 비법~!!】,부대찌개,오래전 처음으로 부대찌개를 만들어 보겠다고 레시피란 레시피는 다뒤져봤던 기억이 나네요ㅎㅎ 대다수 레시피에 사골육수가 들어 가는걸 보고 바로 동네 슈퍼로 달려가 팩으로 된 사골육수를 찾는데  작은곳이라 그런지 사골팩이 없드라구요 ㅜㅅㅜ 그때~!!!!! 울님께서 이거 넣으면 안되냐는 사리곰×라면~!! 꿩대신닭이라고 사온 요스프님이 신의한수 였어요~ㅎㅎ,9145,[재료] 스팸 200g| 비엔나+일반햄 300g| 대파 1줄기| 양파 1/2개| 김치 1/3공기| 다짐육 50g [양념] 사리곰×스프 1개| 다진마늘 3T| 고춧가루 2.5T| 멸치액젓 1T| 국간장 1T| 후추 4번톡톡,3인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/779/779_recipe_img.jpg
780,170,부대찌개,6869764,부대찌개 황금레시피! 육수 NO!,부대찌개,얼큰한 찌개에 밥한그릇 뚝딱하고 싶을때!! 부대찌개 한냄비 보글보글 끓여 밥에 슥슥 비벼드시는거 어떠세요~?,7980,[재료] 작은캔햄 1캔| 소시지 2개| 두부 1/2모| 김치 1컵| 양파 1/2개| 파 1대| 당면 1줌| 팽이버섯 1묶음| 슬라이스치즈 1장| 라면사리 1개 [양념장] 고춧가루 2T| 간장 2T| 설탕 1T| 다진마늘 1T| 다시다(또는 라면스프) 0.5T| 후추 톡톡| 물 4컵,4인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/780/780_recipe_img.jpg
781,170,부대찌개,4053370,부대찌개 끓이기,부대찌개,놀부부대찌개 뺨치는 집에서 만드는 부대찌개입니다.,7629,[재료] 멸치| 다시마| 신김치 80g| 대파 80g| 캔콩 3숟가락| 줄줄이햄 18개| 떡 2줌| 스팸 160g [양념] 고추가루 2T| 국간장1T| 맛술 1.5T| 다진마늘 1T| 후추 약간| 라면스프 1/2정도,4인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/781/781_recipe_img.jpg
782,171,된장찌개,6859263,매콤 된장찌개  채소와 두부만 넣은 초간단 초스피드 된장찌개,된장찌개,고기와 곁들여 먹으면 좋은 가벼운 느낌의 된장찌개 입니다.,56807,[재료] 느타리버섯 1줌| 양파 1/2개| 애호박 1/4개| 청양고추 2개| 두부 1/4모| 물 1.5종이컵 [양념] 된장 2T| 진간장 1T| 고추가루 1.5T| 다진마늘 0.5T| 설탕 0.5티스푼| 소금 마지막간,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/782/782_recipe_img.jpg
783,171,된장찌개,4037863,된장찌개 끓이기,된장찌개,간단하게 끓이는 된장찌개입니다.,10606,[재료] 물 600ml| 다시멸치 6~7마리| 다진마늘 1/4스푼| 양파(소 )1개| 호박 1개| 감자 1개| 두부 1/2모| 청량고추 1개| 송송썰은파 1스푼 [양념] 된장 2+1/2스푼| 고춧가루 1/2스푼,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/783/783_recipe_img.jpg
784,171,된장찌개,6922749,차돌박이 된장찌개 레시피ㅣ고깃집에서 먹던 바로 그 맛!ㅣ,차돌박이된장찌개,맛있는 차돌박이 된장찌개!,9638,[재료] 차돌박이 120g| 두부 1/2모| 애호박 1/3개| 양파 1/2개| 대파 1/4개| 청양고추 2개| 팽이버섯 1/3개 [양념] 된장 2큰술| 고추장 1/2큰술| 국간장 1/2큰술| 고춧가루 1/2큰술| 다진 마늘 1/2큰술| 해물다시팩 1개,2인분,중급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/784/784_recipe_img.jpg
785,171,된장찌개,6869009,【맛이 없을수 없는 조합】소고기된장찌개 만들기~,소고기된장찌개,고깃집 된장찌개의 비법에 소고기랑 무까지 넣어 맛이 업그레이드 ~!!! 오늘 처럼 비오는날은 역시 국물이 땡기네요 맛이 없을수가 없는 조합으로 맛있는 된찌를 끓여 보아요^~^,8326,[재료] 소고기 100g| 두부 1/2모| 땡초 4개| 무 5cm| 양파 1/2개| 대파 1/2줄기 [양념] 된장 2T| 쌈장 2T| 참기름 1T| 고춧가루 1T| 다진마늘 1T,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/785/785_recipe_img.jpg
786,171,된장찌개,6867859,【고깃집 된장찌개 만드는 방법】,된장찌개,미원?다시다?마약가루?를 넣은거 같이 맛있는 된장찌개를 초간단으로 만들어 보아요~^~^,6870,[재료] 된장 2스푼| 쌈장 2스푼| 두부 1/2모| 양파 1/3개| 대파 1줌| 땡초 4개| 호박 1/2줌| 다진마늘 1스푼| 고춧가루 1스푼| 대패삼겹살 9개,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/786/786_recipe_img.jpg
787,172,청국장찌개,6843282, 청국장찌개 황금 레시피♥,청국장찌개,어느날 문뜩 먹고 싶은날   냄세가 나지 않는 청국장으로 만들어 보았어요^^ 청국장을 먹으면 화장실도 잘가고 진짜 좋아요!,9526,[재료] 청국장 200g| 신김치약간 150~200g| 무 1/5조각| 두부 1/2개| 애호박 1/5개| 대파 1/2개| 청양고추 1개| 홍고추 1개| 다진마늘 1큰술| 멸치육수 4컵(800ml),3인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/787/787_recipe_img.jpg
788,172,청국장찌개,6879113,한우차돌박이청국장찌개! 구수한 향내에 반한다! (국물요리),차돌박이청국장찌개,구수한 향내로 입맛을 자극하는 청국장찌개는  우리네 식탁 위에 자주 올라오는 된장찌개와 함께 국민 찌개요리로 명품 국물 요리지요? 저는 청국장찌개를 끓일 때마다 냉장고 사정에 따라 소고기 & 돼지고기를 넣고 끓이곤 하는데   며칠 전에는 한우 차돌박이를 넣고 차돌박이 청국장찌개를 끓였었어요. 냉장고에 자리하고 있던 차돌박이 양이 그리 많지 않아 차돌박이 요리로 안성맞춤인 청국장찌개로 당첨! 얼큰하게 끓여 맛있게 식탁 위에 올렸었답니다.,2148,[재료(계량스푼&계량컵 기준)] 한우 차돌박이 185g| 청국장 120g| 된장 1작은술| 신김치 90g| 두부 1/2모| 양파 1/2개| 애호박 1/4개| 청양홍고추 1개| 청양고추 1개| 쪽파 2대| 멸치다시마육수 3컵| 오일 조금,4인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/788/788_recipe_img.jpg
789,172,청국장찌개,1895462,청국장 찌개,청국장찌개,청국장 찌개 맛있게 끓이는 방법 알려드릴께요. 만만한 청국장 찌개 한가지 만으로도 맛있는 밥상을 풍성하게 차리실 수 있답니다.,1475,[재료] 쇠고기(등심국거리용) 80g| 감자 1개| 양파 1/2개| 양송이버섯 3개| 표고버섯 2개| 청국장| 신김치 1줌| 청고추 약간| 홍고추 약간 [멸치 다시마 육수 재료] 물 4Cup| 다시마| 멸치 [쇠고기밑간] 다진마늘 1T| 고춧가루 1T| 참기름 1T,4인분,중급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/789/789_recipe_img.jpg
790,172,청국장찌개,5246623,청국장 찌개,청국장찌개,구수한 청국장찌개 끓여볼게요.,1361,[재료] 애호박| 양파| 두부| 대파| 홍고추| 청양고추 [양념] 청국장| 다진마늘 1작은술| 고룻가루 1/3큰술,2인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/790/790_recipe_img.jpg
791,172,청국장찌개,6899017,청국장찌개 만들기~ 구수하니 청국장 맛있게 끓이는 법,청국장찌개,모락 모락 김이 피어오르는 청국장찌개. 호록호록 보글보글 뜨끈한 국물이 온몸을 녹여주는데요. 쉽고 구수한 맛 청국장 맛있게 끓이는 법. ,1315,[재료] 애호박 1개| 양파 1/2개| 감자 2개| 산타리버섯 100g| 청양고추 2개| 청국장 100g| 된장 2큰술| 고춧가루 2큰술| 마늘 2큰술| 다시마 4장| 물 15L,4인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/791/791_recipe_img.jpg
792,173,두부전골,6837697,두부전골  쇠고기두부전골 맛있게 끓이기!,쇠고기두부전골,얼큰하고 시원한 쇠고기두부전골입니다.,1550,[재료] 쇠고기 불고기용 300g| 두부 1모| 청경채| 감자| 호박| 팽이버섯| 느타리버섯| 콩나물 등등 [육수 재료] 국물용 멸치 15마리| 다시마 2장 [쇠고기 양념] 간장 2작은술| 설탕 2작은술| 참기름 2작은술| 간마늘 2작은술| 요리술 2작은술 [전골 양념] 새우젓 1큰술| 국간장(참치액이 없으면 국간장 한큰술) 1/2큰술| 참치액 1/2큰술| 요리에센스 1/2큰술| 간마늘 1큰술| 고추가루 1큰술,3인분,중급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/792/792_recipe_img.jpg
793,173,두부전골,6918127,수미네반찬 두부전골 따라잡기,두부전골,수미네반찬 김수미쌤의 두부전골로 선선한 바람이 부는 요즘  가족들과 둘러앉아 행복한 식사를 즐겨보세요.,1347,[재료] 두부 1/2모| 애호박 1/2개| 양파 1/2개| 대파 1뿌리| 청양고추 2개| 홍청양고추 2개| 느타리버섯 1팩| 물만두 10개| 다시멸치| 다시마| 물 1L [두부전골 육수양념] 고춧가루 1큰술| 매실청 1/2큰술| 새우젓 2큰술| 어간장 1/2큰술| 다진마늘 1큰술,4인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/793/793_recipe_img.jpg
794,173,두부전골,3523851,들깨버섯두부전골,들깨버섯두부전골,미나리향과 들깨향이 솔솔 나는 들깨버섯두부전골입니다.,763,[재료] 모듬버섯 2줌| 두부 1/2모| 양파 1/4개 | 애호박 약간| 청양고추 1개| 미나리 2줌 [양념] 멸치육수 5C| 다진마늘 1/2T| 들깨가루 5T| 대파 1대| 굵은소금 약간,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/794/794_recipe_img.jpg
795,173,두부전골,6877129,두부전골 - 두부찌개,두부전골,두부전골,511,[재료] 두부 1모| 새송이버섯 1개| 표고버섯 3~4개| 애호박 1/2개| 양파 1/3개| 대파 1/2대| 청양고추 1개| 홍고추 1개| 멸치 다시마 육수 4~5컵 [양념장] 고춧가루 2| 새우젓 2| 다진 마늘 1| 멸치 다시마 육수 4 [추가 재료] 쑥갓| 소금| 후춧가루,4인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/795/795_recipe_img.jpg
796,173,두부전골,6883377,매콤고소 두부 전골 양념 만드는 법 : 버섯 두부 전골 샤브샤브 레시피,버섯두부전골,매콤한 버섯 두부 전골 샤브샤브 레시피를 가지고 왔어요 온 가족이 둘러앉아  집에서 오순도순 앉아 즉석으로 끓여먹는데  고소하게 지진 두부뿐 아니라 소고기  우동 등 이것저것 샤브샤브해먹는 재미가 쏠쏠하답니다 :) 맛있는 버섯 두부 전골 샤브샤브! 지금부터 보여드릴께요~ 고고씽~!,428,[재료] 다진소고기 200g| 두부 1모| 표고버섯 5개| 미니송이 or 느타리버섯 1줌| 양파(작은것) 1개| 청양고추 2개| 홍고추 1개| 애호박 1/2개| 멸치 1줌| 팽이버섯 1/2봉지| 소금 약간| 밀가루 약간 [소고기 밑간] 간장 1T| 설탕 1t| 다진마늘 1t| 참기름 약간| 후추 약간 [두부 전골 샤브샤브 양념] 고춧가루 3T| 국간장 3T| 다진마늘 2T| 맛술 1T| 후추 약간| 소금 적당량,3인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/796/796_recipe_img.jpg
797,174,곱창전골,6905178,얼큰하고 구수한 돼지곱창 전골 황금레시피,돼지곱창전골,얼큰하고 구수한 돼지곱창 전골을 만들어보았어요~!! 돼지곱창의 잡내를 확 잡아서 얼큰하고 칼칼한 전골이 탄생했는데 정말 맛있고 강추드리는 레시피랍니다~!!♡♡♡ 쫄깃하고 부드러운 돼지곱창과 얼큰한 국물이 만나 조화가 너무 좋아요~!! 만드는법도 간단하니 다함께 만들어보세요~!!♡♡♡,639,[재료] 돼지 곱창 200g| 양파 1/2개~1개| 청양고추 3개| 깻잎 5장| 쪽파 5줄| 버섯 취향껏| 물 또는 쌀뜨물 500ml| 불린당면 50g (생략가능) [양념] 고추장 2큰술| 고춧가루 2큰술| 간장 1큰술| 설탕 또는 매실액 1/2큰술| 다진마늘 1큰술| 들깨가루 또는 카레가루 2큰술,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/797/797_recipe_img.jpg
798,174,곱창전골,3188369,자칭 프리미업급 곱창전골,곱창전골,최고의 맛과 재료로 끓인 자칭 프리미업급 곱창전골입니다.,555,[재료] 소곱창+막창+대창 800g| 계란 1개| 대파 1/2대| 깻잎| 표고버섯| 양송이| 느타리버섯| 당면| 쥬키니호박 1/4개| 팽이버섯 1봉| 쑥갓 2줄| 깻잎 7장 [양념] 다진마늘 2큰술| 고춧가루 2/3컵| 국간장 3큰술| 소금 1작은술| 집된장 1작은술,3인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/798/798_recipe_img.jpg
799,174,곱창전골,6917123,소주 안주 곱창전골 황금레시피(feat.곱이곱다),곱창전골,곱창전골 황금레시피!,476,[재료] 소곱창| 배추| 부추| 양파| 당면| 고추장| 고춧가루| 들깨가루| 사골곰탕| 멸치액젓| 마늘| 간장| 깻잎,2인분,초급,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/799/799_recipe_img.jpg
800,174,곱창전골,6857239,#냉동순대와 곱창볶음을 이용한 곱창전골만들기 #쉽게 구할 수 있는 사골곰탕국물로 끓이는 곱창전골~~ 이맛 알면 마트,곱창전골,마트에서 파는 냉장식품들이 점점 다양해지고 있어요. 그래서 그 마트 냉장식품이나 냉동식품들을 이용하지만 그냥 그대로가 아닌 색다른 음식으로 재탄생하게 만들어 볼까요~~~~~~~~ 사골곰탕국물과 냉동순대와 또 한가지 간편식곱창볶음만 있다면 술안주로 끝판왕인 곱창전골을 만들 수 있죠!! 만들어 볼까요~~~~ 고고~~~~,357,[재료] 냉동순대 1팩| 간편식곱창볶음 1개| 사골곰탕국물 1개| 무 조금| 청고추 2개| 양배추 1/4개| 깻잎 10장| 다진마늘 1작은술| 대파 1/2뿌리| 고춧가루 1큰술| 후추| 새우젓| 들깨가루 2큰술,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/800/800_recipe_img.jpg
801,174,곱창전골,6892145,더운 여름 이열치열 :얼큰한 곱창 양 전골,곱창전골,날이 더우니 입맛이 없다는 남편을 위해 얼큰한~  곱창 양 전골을 만들었습니다.,258,[재료] 곱창 2kg| 양 1kg| 깻잎 50장| 부추 1줌| 쑥갓 1줌| 대파 1대| 매운고추 약간 [향신재료] 맛술 1컵| 양파 1개| 파뿌리쪽 7대| 마늘 10톨| 생강편 1/2줌| 통후추 20알| 월계수잎 5장 [국물재료] 곱창| 양 삶은 육수 6컵| 고추장 3큰술| 고춧가루 3큰술| 된장 1큰술| 맛술(또는 소주) 3큰술| 다진마늘 2큰술| 다진생강 1큰술| 후춧가루 약간| 간장 1/2큰술| 액젓 1/2큰술,4인분,아무나,2시간이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/801/801_recipe_img.jpg
802,175,소고기전골,6840016,집들이용 간단하고 예쁜 소고기전골,소고기전골,간편하고 예쁘게 만들수 있다는 이유로 폭풍유행중인 밀푀유나베.  특히 집들이음식으로 완전 인기지요~  밀푀유나베만큼 간단하고 예쁜 소고기전골 요리도 있어요  어쩌면 더욱 간단한 방법일듯 해요.  손님맞이 겨울 국물요리 입니다 :),641,[재료] 소고기 불고기감(혹은 샤브샤브용) 600g| 알배추 1/2통| 느타리버섯 적당량| 양파 1/2개| 파 1줌| 육수용 다시마 2~3장| 육수용 양파 1/2개| 육수용 통대파 1줄 [양념] 간장 2큰술| 마늘 1큰술| 참기름 1큰술,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/802/802_recipe_img.jpg
